provincia,country,lat,long,dates,value
,Bahamas,25.02588500,-78.03588900,2020-05-02,24
,Bahamas,25.02588500,-78.03588900,2020-05-03,24
,Bahamas,25.02588500,-78.03588900,2020-05-04,25
,Bahamas,25.02588500,-78.03588900,2020-05-05,26
,Bahamas,25.02588500,-78.03588900,2020-05-06,26
,Bahamas,25.02588500,-78.03588900,2020-05-07,26
,Bahamas,25.02588500,-78.03588900,2020-05-08,31
,Bahamas,25.02588500,-78.03588900,2020-05-09,37
,Bahamas,25.02588500,-78.03588900,2020-05-10,37
,Bahamas,25.02588500,-78.03588900,2020-05-11,39
,Bahamas,25.02588500,-78.03588900,2020-05-12,39
,Bahamas,25.02588500,-78.03588900,2020-05-13,41
,Bahamas,25.02588500,-78.03588900,2020-05-14,41
,Bahamas,25.02588500,-78.03588900,2020-05-15,41
,Bahamas,25.02588500,-78.03588900,2020-05-16,42
,Bahamas,25.02588500,-78.03588900,2020-05-17,42
,Bahamas,25.02588500,-78.03588900,2020-05-18,43
,Bahamas,25.02588500,-78.03588900,2020-05-19,43
,Bahamas,25.02588500,-78.03588900,2020-05-20,43
,Bahamas,25.02588500,-78.03588900,2020-05-21,44
,Bahamas,25.02588500,-78.03588900,2020-05-22,44
,Bahamas,25.02588500,-78.03588900,2020-05-23,45
,Bahamas,25.02588500,-78.03588900,2020-05-24,45
,Bahamas,25.02588500,-78.03588900,2020-05-25,46
,Bahamas,25.02588500,-78.03588900,2020-05-26,46
,Bahamas,25.02588500,-78.03588900,2020-05-27,46
,Bahamas,25.02588500,-78.03588900,2020-05-28,47
,Bahamas,25.02588500,-78.03588900,2020-05-29,48
,Bahamas,25.02588500,-78.03588900,2020-05-30,48
,Bahamas,25.02588500,-78.03588900,2020-05-31,48
,Bahamas,25.02588500,-78.03588900,2020-06-01,49
,Bahamas,25.02588500,-78.03588900,2020-06-02,49
,Bahamas,25.02588500,-78.03588900,2020-06-03,55
,Bahamas,25.02588500,-78.03588900,2020-06-04,55
,Bahamas,25.02588500,-78.03588900,2020-06-05,55
,Bahamas,25.02588500,-78.03588900,2020-06-06,62
,Bahamas,25.02588500,-78.03588900,2020-06-07,62
,Bahamas,25.02588500,-78.03588900,2020-06-08,64
,Bahamas,25.02588500,-78.03588900,2020-06-09,64
,Bahamas,25.02588500,-78.03588900,2020-06-10,67
,Bahamas,25.02588500,-78.03588900,2020-06-11,68
,Bahamas,25.02588500,-78.03588900,2020-06-12,68
,Bahamas,25.02588500,-78.03588900,2020-06-13,68
,Bahamas,25.02588500,-78.03588900,2020-06-14,68
,Bahamas,25.02588500,-78.03588900,2020-06-15,68
,Bahamas,25.02588500,-78.03588900,2020-06-16,72
,Bahamas,25.02588500,-78.03588900,2020-06-17,72
,Bahamas,25.02588500,-78.03588900,2020-06-18,74
,Bahamas,25.02588500,-78.03588900,2020-06-19,74
,Bahamas,25.02588500,-78.03588900,2020-06-20,74
,Bahamas,25.02588500,-78.03588900,2020-06-21,77
,Bahamas,25.02588500,-78.03588900,2020-06-22,77
,Bahamas,25.02588500,-78.03588900,2020-06-23,83
,Bahamas,25.02588500,-78.03588900,2020-06-24,83
,Bahamas,25.02588500,-78.03588900,2020-06-25,84
,Bahamas,25.02588500,-78.03588900,2020-06-26,84
,Bahamas,25.02588500,-78.03588900,2020-06-27,87
,Bahamas,25.02588500,-78.03588900,2020-06-28,87
,Bahamas,25.02588500,-78.03588900,2020-06-29,87
,Bahamas,25.02588500,-78.03588900,2020-06-30,87
,Bahamas,25.02588500,-78.03588900,2020-07-01,89
,Bahamas,25.02588500,-78.03588900,2020-07-02,89
,Bahamas,25.02588500,-78.03588900,2020-07-03,89
,Bahamas,25.02588500,-78.03588900,2020-07-04,89
,Bahamas,25.02588500,-78.03588900,2020-07-05,89
,Bahamas,25.02588500,-78.03588900,2020-07-06,89
,Bahamas,25.02588500,-78.03588900,2020-07-07,89
,Bahamas,25.02588500,-78.03588900,2020-07-08,89
,Bahamas,25.02588500,-78.03588900,2020-07-09,89
,Bahamas,25.02588500,-78.03588900,2020-07-10,89
,Bahamas,25.02588500,-78.03588900,2020-07-11,89
,Bahamas,25.02588500,-78.03588900,2020-07-12,89
,Bahamas,25.02588500,-78.03588900,2020-07-13,91
,Bahamas,25.02588500,-78.03588900,2020-07-14,91
,Bahamas,25.02588500,-78.03588900,2020-07-15,91
,Bahamas,25.02588500,-78.03588900,2020-07-16,91
,Bahamas,25.02588500,-78.03588900,2020-07-17,91
,Bahamas,25.02588500,-78.03588900,2020-07-18,91
,Bahamas,25.02588500,-78.03588900,2020-07-19,91
,Bahamas,25.02588500,-78.03588900,2020-07-20,91
,Bahamas,25.02588500,-78.03588900,2020-07-21,91
,Bahamas,25.02588500,-78.03588900,2020-07-22,91
,Bahamas,25.02588500,-78.03588900,2020-07-23,91
,Bahamas,25.02588500,-78.03588900,2020-07-24,91
,Bahamas,25.02588500,-78.03588900,2020-07-25,91
,Bahamas,25.02588500,-78.03588900,2020-07-26,91
,Bahamas,25.02588500,-78.03588900,2020-07-27,91
,Bahamas,25.02588500,-78.03588900,2020-07-28,91
,Bahamas,25.02588500,-78.03588900,2020-07-29,91
,Bahamas,25.02588500,-78.03588900,2020-07-30,91
,Bahamas,25.02588500,-78.03588900,2020-07-31,91
,Bahamas,25.02588500,-78.03588900,2020-08-01,91
,Bahamas,25.02588500,-78.03588900,2020-08-02,91
,Bahamas,25.02588500,-78.03588900,2020-08-03,91
,Bahamas,25.02588500,-78.03588900,2020-08-04,91
,Bahamas,25.02588500,-78.03588900,2020-08-05,91
,Bahamas,25.02588500,-78.03588900,2020-08-06,91
,Bahamas,25.02588500,-78.03588900,2020-08-07,95
,Bahamas,25.02588500,-78.03588900,2020-08-08,99
,Bahamas,25.02588500,-78.03588900,2020-08-09,104
,Bahamas,25.02588500,-78.03588900,2020-08-10,113
,Bahamas,25.02588500,-78.03588900,2020-08-11,116
,Bahamas,25.02588500,-78.03588900,2020-08-12,122
,Bahamas,25.02588500,-78.03588900,2020-08-13,138
,Bahamas,25.02588500,-78.03588900,2020-08-14,138
,Bahamas,25.02588500,-78.03588900,2020-08-15,160
,Bahamas,25.02588500,-78.03588900,2020-08-16,189
,Bahamas,25.02588500,-78.03588900,2020-08-17,191
,Bahamas,25.02588500,-78.03588900,2020-08-18,203
,Bahamas,25.02588500,-78.03588900,2020-08-19,209
,Bahamas,25.02588500,-78.03588900,2020-08-20,211
,Bahamas,25.02588500,-78.03588900,2020-08-21,221
,Bahamas,25.02588500,-78.03588900,2020-08-22,227
,Bahamas,25.02588500,-78.03588900,2020-08-23,634
,Bahamas,25.02588500,-78.03588900,2020-08-24,634
,Bahamas,25.02588500,-78.03588900,2020-08-25,634
,Bahamas,25.02588500,-78.03588900,2020-08-26,733
,Bahamas,25.02588500,-78.03588900,2020-08-27,742
,Bahamas,25.02588500,-78.03588900,2020-08-28,755
,Bahamas,25.02588500,-78.03588900,2020-08-29,782
,Bahamas,25.02588500,-78.03588900,2020-08-30,782
,Bahamas,25.02588500,-78.03588900,2020-08-31,801
,Bahamas,25.02588500,-78.03588900,2020-09-01,801
,Bahamas,25.02588500,-78.03588900,2020-09-02,849
,Bahamas,25.02588500,-78.03588900,2020-09-03,893
,Bahamas,25.02588500,-78.03588900,2020-09-04,893
,Bahamas,25.02588500,-78.03588900,2020-09-05,948
,Bahamas,25.02588500,-78.03588900,2020-09-06,948
,Bahamas,25.02588500,-78.03588900,2020-09-07,976
,Bahamas,25.02588500,-78.03588900,2020-09-08,976
,Bahamas,25.02588500,-78.03588900,2020-09-09,1183
,Bahamas,25.02588500,-78.03588900,2020-09-10,1183
,Bahamas,25.02588500,-78.03588900,2020-09-11,1220
,Bahamas,25.02588500,-78.03588900,2020-09-12,1319
,Bahamas,25.02588500,-78.03588900,2020-09-13,1319
,Bahamas,25.02588500,-78.03588900,2020-09-14,1391
,Bahamas,25.02588500,-78.03588900,2020-09-15,1482
,Bahamas,25.02588500,-78.03588900,2020-09-16,1533
,Bahamas,25.02588500,-78.03588900,2020-09-17,1626
,Bahamas,25.02588500,-78.03588900,2020-09-18,1626
,Bahamas,25.02588500,-78.03588900,2020-09-19,1679
,Bahamas,25.02588500,-78.03588900,2020-09-20,1689
,Bahamas,25.02588500,-78.03588900,2020-09-21,1771
,Bahamas,25.02588500,-78.03588900,2020-09-22,1871
,Bahamas,25.02588500,-78.03588900,2020-09-23,1915
,Bahamas,25.02588500,-78.03588900,2020-09-24,1962
,Bahamas,25.02588500,-78.03588900,2020-09-25,1999
,Bahamas,25.02588500,-78.03588900,2020-09-26,1999
,Bahamas,25.02588500,-78.03588900,2020-09-27,2005
,Bahamas,25.02588500,-78.03588900,2020-09-28,2005
,Bahamas,25.02588500,-78.03588900,2020-09-29,2072
,Bahamas,25.02588500,-78.03588900,2020-09-30,2206
,Bahamas,25.02588500,-78.03588900,2020-10-01,2206
,Bahamas,25.02588500,-78.03588900,2020-10-02,2290
,Bahamas,25.02588500,-78.03588900,2020-10-03,2375
,Bahamas,25.02588500,-78.03588900,2020-10-04,2375
,Bahamas,25.02588500,-78.03588900,2020-10-05,2375
,Bahamas,25.02588500,-78.03588900,2020-10-06,2475
,Bahamas,25.02588500,-78.03588900,2020-10-07,2607
,Bahamas,25.02588500,-78.03588900,2020-10-08,2607
,Bahamas,25.02588500,-78.03588900,2020-10-09,2607
,Bahamas,25.02588500,-78.03588900,2020-10-10,2815
,Bahamas,25.02588500,-78.03588900,2020-10-11,2900
,Bahamas,25.02588500,-78.03588900,2020-10-12,2978
,Bahamas,25.02588500,-78.03588900,2020-10-13,2978
,Bahamas,25.02588500,-78.03588900,2020-10-14,3078
,Bahamas,25.02588500,-78.03588900,2020-10-15,3178
,Bahamas,25.02588500,-78.03588900,2020-10-16,3201
,Bahamas,25.02588500,-78.03588900,2020-10-17,3276
,Bahamas,25.02588500,-78.03588900,2020-10-18,3300
,Bahamas,25.02588500,-78.03588900,2020-10-19,3339
,Bahamas,25.02588500,-78.03588900,2020-10-20,3525
,Bahamas,25.02588500,-78.03588900,2020-10-21,3633
,Bahamas,25.02588500,-78.03588900,2020-10-22,3705
,Bahamas,25.02588500,-78.03588900,2020-10-23,3795
,Bahamas,25.02588500,-78.03588900,2020-10-24,3795
,Bahamas,25.02588500,-78.03588900,2020-10-25,3948
,Bahamas,25.02588500,-78.03588900,2020-10-26,3948
,Bahamas,25.02588500,-78.03588900,2020-10-27,4088
,Bahamas,25.02588500,-78.03588900,2020-10-28,4182
,Bahamas,25.02588500,-78.03588900,2020-10-29,4257
,Bahamas,25.02588500,-78.03588900,2020-10-30,4257
,Bahamas,25.02588500,-78.03588900,2020-10-31,4422
,Bahamas,25.02588500,-78.03588900,2020-11-01,4422
,Bahamas,25.02588500,-78.03588900,2020-11-02,4493
,Bahamas,25.02588500,-78.03588900,2020-11-03,4632
,Bahamas,25.02588500,-78.03588900,2020-11-04,4701
,Bahamas,25.02588500,-78.03588900,2020-11-05,4779
,Bahamas,25.02588500,-78.03588900,2020-11-06,4779
,Bahamas,25.02588500,-78.03588900,2020-11-07,4942
,Bahamas,25.02588500,-78.03588900,2020-11-08,4942
,Bahamas,25.02588500,-78.03588900,2020-11-09,4943
,Bahamas,25.02588500,-78.03588900,2020-11-10,5035
,Bahamas,25.02588500,-78.03588900,2020-11-11,5099
,Bahamas,25.02588500,-78.03588900,2020-11-12,5192
,Bahamas,25.02588500,-78.03588900,2020-11-13,5282
,Bahamas,25.02588500,-78.03588900,2020-11-14,5282
,Bahamas,25.02588500,-78.03588900,2020-11-15,5323
,Bahamas,25.02588500,-78.03588900,2020-11-16,5341
,Bahamas,25.02588500,-78.03588900,2020-11-17,5424
,Bahamas,25.02588500,-78.03588900,2020-11-18,5483
,Bahamas,25.02588500,-78.03588900,2020-11-19,5516
,Bahamas,25.02588500,-78.03588900,2020-11-20,5516
,Bahamas,25.02588500,-78.03588900,2020-11-21,5628
,Bahamas,25.02588500,-78.03588900,2020-11-22,5652
,Bahamas,25.02588500,-78.03588900,2020-11-23,5652
,Bahrain,26.02750000,50.55000000,2020-01-22,0
,Bahrain,26.02750000,50.55000000,2020-01-23,0
,Bahrain,26.02750000,50.55000000,2020-01-24,0
,Bahrain,26.02750000,50.55000000,2020-01-25,0
,Bahrain,26.02750000,50.55000000,2020-01-26,0
,Bahrain,26.02750000,50.55000000,2020-01-27,0
,Bahrain,26.02750000,50.55000000,2020-01-28,0
,Bahrain,26.02750000,50.55000000,2020-01-29,0
,Bahrain,26.02750000,50.55000000,2020-01-30,0
,Bahrain,26.02750000,50.55000000,2020-01-31,0
,Bahrain,26.02750000,50.55000000,2020-02-01,0
,Bahrain,26.02750000,50.55000000,2020-02-02,0
,Bahrain,26.02750000,50.55000000,2020-02-03,0
,Bahrain,26.02750000,50.55000000,2020-02-04,0
,Bahrain,26.02750000,50.55000000,2020-02-05,0
,Bahrain,26.02750000,50.55000000,2020-02-06,0
,Bahrain,26.02750000,50.55000000,2020-02-07,0
,Bahrain,26.02750000,50.55000000,2020-02-08,0
,Bahrain,26.02750000,50.55000000,2020-02-09,0
,Bahrain,26.02750000,50.55000000,2020-02-10,0
,Bahrain,26.02750000,50.55000000,2020-02-11,0
,Bahrain,26.02750000,50.55000000,2020-02-12,0
,Bahrain,26.02750000,50.55000000,2020-02-13,0
,Bahrain,26.02750000,50.55000000,2020-02-14,0
,Bahrain,26.02750000,50.55000000,2020-02-15,0
,Bahrain,26.02750000,50.55000000,2020-02-16,0
,Bahrain,26.02750000,50.55000000,2020-02-17,0
,Bahrain,26.02750000,50.55000000,2020-02-18,0
,Bahrain,26.02750000,50.55000000,2020-02-19,0
,Bahrain,26.02750000,50.55000000,2020-02-20,0
,Bahrain,26.02750000,50.55000000,2020-02-21,0
,Bahrain,26.02750000,50.55000000,2020-02-22,0
,Bahrain,26.02750000,50.55000000,2020-02-23,0
,Bahrain,26.02750000,50.55000000,2020-02-24,0
,Bahrain,26.02750000,50.55000000,2020-02-25,0
,Bahrain,26.02750000,50.55000000,2020-02-26,0
,Bahrain,26.02750000,50.55000000,2020-02-27,0
,Bahrain,26.02750000,50.55000000,2020-02-28,0
,Bahrain,26.02750000,50.55000000,2020-02-29,0
,Bahrain,26.02750000,50.55000000,2020-03-01,0
,Bahrain,26.02750000,50.55000000,2020-03-02,0
,Bahrain,26.02750000,50.55000000,2020-03-03,0
,Bahrain,26.02750000,50.55000000,2020-03-04,0
,Bahrain,26.02750000,50.55000000,2020-03-05,0
,Bahrain,26.02750000,50.55000000,2020-03-06,4
,Bahrain,26.02750000,50.55000000,2020-03-07,4
,Bahrain,26.02750000,50.55000000,2020-03-08,4
,Bahrain,26.02750000,50.55000000,2020-03-09,14
,Bahrain,26.02750000,50.55000000,2020-03-10,22
,Bahrain,26.02750000,50.55000000,2020-03-11,35
,Bahrain,26.02750000,50.55000000,2020-03-12,35
,Bahrain,26.02750000,50.55000000,2020-03-13,44
,Bahrain,26.02750000,50.55000000,2020-03-14,44
,Bahrain,26.02750000,50.55000000,2020-03-15,60
,Bahrain,26.02750000,50.55000000,2020-03-16,77
,Bahrain,26.02750000,50.55000000,2020-03-17,81
,Bahrain,26.02750000,50.55000000,2020-03-18,88
,Bahrain,26.02750000,50.55000000,2020-03-19,100
,Bahrain,26.02750000,50.55000000,2020-03-20,100
,Bahrain,26.02750000,50.55000000,2020-03-21,125
,Bahrain,26.02750000,50.55000000,2020-03-22,149
,Bahrain,26.02750000,50.55000000,2020-03-23,149
,Bahrain,26.02750000,50.55000000,2020-03-24,177
,Bahrain,26.02750000,50.55000000,2020-03-25,177
,Bahrain,26.02750000,50.55000000,2020-03-26,204
,Bahrain,26.02750000,50.55000000,2020-03-27,227
,Bahrain,26.02750000,50.55000000,2020-03-28,265
,Bahrain,26.02750000,50.55000000,2020-03-29,272
,Bahrain,26.02750000,50.55000000,2020-03-30,279
,Bahrain,26.02750000,50.55000000,2020-03-31,295
,Bahrain,26.02750000,50.55000000,2020-04-01,337
,Bahrain,26.02750000,50.55000000,2020-04-02,381
,Bahrain,26.02750000,50.55000000,2020-04-03,382
,Bahrain,26.02750000,50.55000000,2020-04-04,423
,Bahrain,26.02750000,50.55000000,2020-04-05,431
,Bahrain,26.02750000,50.55000000,2020-04-06,458
,Bahrain,26.02750000,50.55000000,2020-04-07,458
,Bahrain,26.02750000,50.55000000,2020-04-08,477
,Bahrain,26.02750000,50.55000000,2020-04-09,519
,Bahrain,26.02750000,50.55000000,2020-04-10,539
,Bahrain,26.02750000,50.55000000,2020-04-11,555
,Bahrain,26.02750000,50.55000000,2020-04-12,558
,Bahrain,26.02750000,50.55000000,2020-04-13,591
,Bahrain,26.02750000,50.55000000,2020-04-14,645
,Bahrain,26.02750000,50.55000000,2020-04-15,663
,Bahrain,26.02750000,50.55000000,2020-04-16,703
,Bahrain,26.02750000,50.55000000,2020-04-17,725
,Bahrain,26.02750000,50.55000000,2020-04-18,755
,Bahrain,26.02750000,50.55000000,2020-04-19,759
,Bahrain,26.02750000,50.55000000,2020-04-20,769
,Bahrain,26.02750000,50.55000000,2020-04-21,784
,Bahrain,26.02750000,50.55000000,2020-04-22,1026
,Bahrain,26.02750000,50.55000000,2020-04-23,1082
,Bahrain,26.02750000,50.55000000,2020-04-24,1113
,Bahrain,26.02750000,50.55000000,2020-04-25,1160
,Bahrain,26.02750000,50.55000000,2020-04-26,1189
,Bahrain,26.02750000,50.55000000,2020-04-27,1218
,Bahrain,26.02750000,50.55000000,2020-04-28,1310
,Bahrain,26.02750000,50.55000000,2020-04-29,1455
,Bahrain,26.02750000,50.55000000,2020-04-30,1500
,Bahrain,26.02750000,50.55000000,2020-05-01,1555
,Bahrain,26.02750000,50.55000000,2020-05-02,1568
,Bahrain,26.02750000,50.55000000,2020-05-03,1718
,Bahrain,26.02750000,50.55000000,2020-05-04,1744
,Bahrain,26.02750000,50.55000000,2020-05-05,1762
,Bahrain,26.02750000,50.55000000,2020-05-06,1860
,Bahrain,26.02750000,50.55000000,2020-05-07,2000
,Bahrain,26.02750000,50.55000000,2020-05-08,2028
,Bahrain,26.02750000,50.55000000,2020-05-09,2055
,Bahrain,26.02750000,50.55000000,2020-05-10,2070
,Bahrain,26.02750000,50.55000000,2020-05-11,2152
,Bahrain,26.02750000,50.55000000,2020-05-12,2192
,Bahrain,26.02750000,50.55000000,2020-05-13,2205
,Bahrain,26.02750000,50.55000000,2020-05-14,2353
,Bahrain,26.02750000,50.55000000,2020-05-15,2640
,Bahrain,26.02750000,50.55000000,2020-05-16,2762
,Bahrain,26.02750000,50.55000000,2020-05-17,2910
,Bahrain,26.02750000,50.55000000,2020-05-18,2931
,Bahrain,26.02750000,50.55000000,2020-05-19,2952
,Bahrain,26.02750000,50.55000000,2020-05-20,3568
,Bahrain,26.02750000,50.55000000,2020-05-21,3873
,Bahrain,26.02750000,50.55000000,2020-05-22,4096
,Bahrain,26.02750000,50.55000000,2020-05-23,4465
,Bahrain,26.02750000,50.55000000,2020-05-24,4587
,Bahrain,26.02750000,50.55000000,2020-05-25,4753
,Bahrain,26.02750000,50.55000000,2020-05-26,4938
,Bahrain,26.02750000,50.55000000,2020-05-27,5152
,Bahrain,26.02750000,50.55000000,2020-05-28,5419
,Bahrain,26.02750000,50.55000000,2020-05-29,5700
,Bahrain,26.02750000,50.55000000,2020-05-30,5826
,Bahrain,26.02750000,50.55000000,2020-05-31,6673
,Bahrain,26.02750000,50.55000000,2020-06-01,7070
,Bahrain,26.02750000,50.55000000,2020-06-02,7407
,Bahrain,26.02750000,50.55000000,2020-06-03,7410
,Bahrain,26.02750000,50.55000000,2020-06-04,7728
,Bahrain,26.02750000,50.55000000,2020-06-05,8585
,Bahrain,26.02750000,50.55000000,2020-06-06,9056
,Bahrain,26.02750000,50.55000000,2020-06-07,9468
,Bahrain,26.02750000,50.55000000,2020-06-08,10326
,Bahrain,26.02750000,50.55000000,2020-06-09,10606
,Bahrain,26.02750000,50.55000000,2020-06-10,11109
,Bahrain,26.02750000,50.55000000,2020-06-11,11487
,Bahrain,26.02750000,50.55000000,2020-06-12,11903
,Bahrain,26.02750000,50.55000000,2020-06-13,12191
,Bahrain,26.02750000,50.55000000,2020-06-14,12818
,Bahrain,26.02750000,50.55000000,2020-06-15,13267
,Bahrain,26.02750000,50.55000000,2020-06-16,13866
,Bahrain,26.02750000,50.55000000,2020-06-17,14185
,Bahrain,26.02750000,50.55000000,2020-06-18,14696
,Bahrain,26.02750000,50.55000000,2020-06-19,15287
,Bahrain,26.02750000,50.55000000,2020-06-20,15790
,Bahrain,26.02750000,50.55000000,2020-06-21,16419
,Bahrain,26.02750000,50.55000000,2020-06-22,16862
,Bahrain,26.02750000,50.55000000,2020-06-23,17450
,Bahrain,26.02750000,50.55000000,2020-06-24,17977
,Bahrain,26.02750000,50.55000000,2020-06-25,18501
,Bahrain,26.02750000,50.55000000,2020-06-26,19137
,Bahrain,26.02750000,50.55000000,2020-06-27,19781
,Bahrain,26.02750000,50.55000000,2020-06-28,20517
,Bahrain,26.02750000,50.55000000,2020-06-29,20928
,Bahrain,26.02750000,50.55000000,2020-06-30,21331
,Bahrain,26.02750000,50.55000000,2020-07-01,21948
,Bahrain,26.02750000,50.55000000,2020-07-02,22583
,Bahrain,26.02750000,50.55000000,2020-07-03,23318
,Bahrain,26.02750000,50.55000000,2020-07-04,23959
,Bahrain,26.02750000,50.55000000,2020-07-05,24649
,Bahrain,26.02750000,50.55000000,2020-07-06,25178
,Bahrain,26.02750000,50.55000000,2020-07-07,25570
,Bahrain,26.02750000,50.55000000,2020-07-08,26073
,Bahrain,26.02750000,50.55000000,2020-07-09,26520
,Bahrain,26.02750000,50.55000000,2020-07-10,27213
,Bahrain,26.02750000,50.55000000,2020-07-11,27828
,Bahrain,26.02750000,50.55000000,2020-07-12,28425
,Bahrain,26.02750000,50.55000000,2020-07-13,29099
,Bahrain,26.02750000,50.55000000,2020-07-14,29753
,Bahrain,26.02750000,50.55000000,2020-07-15,30320
,Bahrain,26.02750000,50.55000000,2020-07-16,30809
,Bahrain,26.02750000,50.55000000,2020-07-17,31188
,Bahrain,26.02750000,50.55000000,2020-07-18,31765
,Bahrain,26.02750000,50.55000000,2020-07-19,32372
,Bahrain,26.02750000,50.55000000,2020-07-20,32965
,Bahrain,26.02750000,50.55000000,2020-07-21,33455
,Bahrain,26.02750000,50.55000000,2020-07-22,33894
,Bahrain,26.02750000,50.55000000,2020-07-23,34412
,Bahrain,26.02750000,50.55000000,2020-07-24,34826
,Bahrain,26.02750000,50.55000000,2020-07-25,35205
,Bahrain,26.02750000,50.55000000,2020-07-26,35689
,Bahrain,26.02750000,50.55000000,2020-07-27,36110
,Bahrain,26.02750000,50.55000000,2020-07-28,36531
,Bahrain,26.02750000,50.55000000,2020-07-29,36920
,Bahrain,26.02750000,50.55000000,2020-07-30,37357
,Bahrain,26.02750000,50.55000000,2020-07-31,37840
,Bahrain,26.02750000,50.55000000,2020-08-01,38211
,Bahrain,26.02750000,50.55000000,2020-08-02,38666
,Bahrain,26.02750000,50.55000000,2020-08-03,39007
,Bahrain,26.02750000,50.55000000,2020-08-04,39335
,Bahrain,26.02750000,50.55000000,2020-08-05,39576
,Bahrain,26.02750000,50.55000000,2020-08-06,39945
,Bahrain,26.02750000,50.55000000,2020-08-07,40276
,Bahrain,26.02750000,50.55000000,2020-08-08,40549
,Bahrain,26.02750000,50.55000000,2020-08-09,40967
,Bahrain,26.02750000,50.55000000,2020-08-10,41209
,Bahrain,26.02750000,50.55000000,2020-08-11,41504
,Bahrain,26.02750000,50.55000000,2020-08-12,41836
,Bahrain,26.02750000,50.55000000,2020-08-13,42180
,Bahrain,26.02750000,50.55000000,2020-08-14,42469
,Bahrain,26.02750000,50.55000000,2020-08-15,42806
,Bahrain,26.02750000,50.55000000,2020-08-16,43128
,Bahrain,26.02750000,50.55000000,2020-08-17,43529
,Bahrain,26.02750000,50.55000000,2020-08-18,43921
,Bahrain,26.02750000,50.55000000,2020-08-19,44278
,Bahrain,26.02750000,50.55000000,2020-08-20,44628
,Bahrain,26.02750000,50.55000000,2020-08-21,45166
,Bahrain,26.02750000,50.55000000,2020-08-22,45589
,Bahrain,26.02750000,50.55000000,2020-08-23,45981
,Bahrain,26.02750000,50.55000000,2020-08-24,46311
,Bahrain,26.02750000,50.55000000,2020-08-25,46673
,Bahrain,26.02750000,50.55000000,2020-08-26,47049
,Bahrain,26.02750000,50.55000000,2020-08-27,47370
,Bahrain,26.02750000,50.55000000,2020-08-28,47760
,Bahrain,26.02750000,50.55000000,2020-08-29,48275
,Bahrain,26.02750000,50.55000000,2020-08-30,48654
,Bahrain,26.02750000,50.55000000,2020-08-31,49047
,Bahrain,26.02750000,50.55000000,2020-09-01,49395
,Bahrain,26.02750000,50.55000000,2020-09-02,49645
,Bahrain,26.02750000,50.55000000,2020-09-03,50013
,Bahrain,26.02750000,50.55000000,2020-09-04,50323
,Bahrain,26.02750000,50.55000000,2020-09-05,50645
,Bahrain,26.02750000,50.55000000,2020-09-06,50946
,Bahrain,26.02750000,50.55000000,2020-09-07,51240
,Bahrain,26.02750000,50.55000000,2020-09-08,51574
,Bahrain,26.02750000,50.55000000,2020-09-09,51819
,Bahrain,26.02750000,50.55000000,2020-09-10,52284
,Bahrain,26.02750000,50.55000000,2020-09-11,52776
,Bahrain,26.02750000,50.55000000,2020-09-12,53192
,Bahrain,26.02750000,50.55000000,2020-09-13,53681
,Bahrain,26.02750000,50.55000000,2020-09-14,54204
,Bahrain,26.02750000,50.55000000,2020-09-15,54831
,Bahrain,26.02750000,50.55000000,2020-09-16,55444
,Bahrain,26.02750000,50.55000000,2020-09-17,56087
,Bahrain,26.02750000,50.55000000,2020-09-18,56700
,Bahrain,26.02750000,50.55000000,2020-09-19,57299
,Bahrain,26.02750000,50.55000000,2020-09-20,57950
,Bahrain,26.02750000,50.55000000,2020-09-21,58626
,Bahrain,26.02750000,50.55000000,2020-09-22,59367
,Bahrain,26.02750000,50.55000000,2020-09-23,60117
,Bahrain,26.02750000,50.55000000,2020-09-24,60853
,Bahrain,26.02750000,50.55000000,2020-09-25,61475
,Bahrain,26.02750000,50.55000000,2020-09-26,62252
,Bahrain,26.02750000,50.55000000,2020-09-27,62887
,Bahrain,26.02750000,50.55000000,2020-09-28,63549
,Bahrain,26.02750000,50.55000000,2020-09-29,64267
,Bahrain,26.02750000,50.55000000,2020-09-30,64838
,Bahrain,26.02750000,50.55000000,2020-10-01,65550
,Bahrain,26.02750000,50.55000000,2020-10-02,66184
,Bahrain,26.02750000,50.55000000,2020-10-03,66813
,Bahrain,26.02750000,50.55000000,2020-10-04,67475
,Bahrain,26.02750000,50.55000000,2020-10-05,67933
,Bahrain,26.02750000,50.55000000,2020-10-06,68606
,Bahrain,26.02750000,50.55000000,2020-10-07,69411
,Bahrain,26.02750000,50.55000000,2020-10-08,69411
,Bahrain,26.02750000,50.55000000,2020-10-09,70406
,Bahrain,26.02750000,50.55000000,2020-10-10,70808
,Bahrain,26.02750000,50.55000000,2020-10-11,71249
,Bahrain,26.02750000,50.55000000,2020-10-12,71687
,Bahrain,26.02750000,50.55000000,2020-10-13,72164
,Bahrain,26.02750000,50.55000000,2020-10-14,72561
,Bahrain,26.02750000,50.55000000,2020-10-15,73013
,Bahrain,26.02750000,50.55000000,2020-10-16,73421
,Bahrain,26.02750000,50.55000000,2020-10-17,73841
,Bahrain,26.02750000,50.55000000,2020-10-18,74320
,Bahrain,26.02750000,50.55000000,2020-10-19,74683
,Bahrain,26.02750000,50.55000000,2020-10-20,75089
,Bahrain,26.02750000,50.55000000,2020-10-21,75424
,Bahrain,26.02750000,50.55000000,2020-10-22,75840
,Bahrain,26.02750000,50.55000000,2020-10-23,76143
